Anc_1206_alt4_001.clean.pdb:D:A:B:E	Anc_1206_alt4_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1860	1860	1860
Anc_1206_alt4_001.clean.pdb:D:A:B:E	Anc_1206_alt5_001.clean.pdb:D:A:B:E	0.9977	0.9977	0.67	0.872	0.872	0.872	1860	1860	1860
Anc_1206_alt4_001.clean.pdb:D:A:B:E	Anc_1206_altall_001.clean.pdb:A:D:E:B	0.9949	0.9949	0.99	0.844	0.844	0.844	1860	1860	1860
Anc_1206_alt4_001.clean.pdb:D:A:B:E	Anc_1206_map_001.clean.pdb:A:D:E:B	0.9978	0.9978	0.66	0.892	0.892	0.892	1860	1860	1860
Anc_1206_alt5_001.clean.pdb:A:D:B:E	Anc_1206_alt2_001.clean.pdb:A:D:B:E	0.9979	0.9979	0.63	0.852	0.852	0.852	1860	1860	1860
Anc_1206_alt5_001.clean.pdb:A:D:B:E	Anc_1206_alt3_001.clean.pdb:A:D:B:E	0.9985	0.9985	0.54	0.870	0.870	0.870	1860	1860	1860
Anc_1206_alt5_001.clean.pdb:A:D:B:E	Anc_1206_alt4_001.clean.pdb:A:D:B:E	0.9977	0.9977	0.67	0.872	0.872	0.872	1860	1860	1860
Anc_1206_alt5_001.clean.pdb:A:D:B:E	Anc_1206_alt5_001.clean.pdb:A:D:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1860	1860	1860
Anc_1206_alt5_001.clean.pdb:A:D:B:E	Anc_1206_altall_001.clean.pdb:A:D:B:E	0.9963	0.9963	0.83	0.835	0.835	0.835	1860	1860	1860
Anc_1206_alt5_001.clean.pdb:A:D:B:E	Anc_1206_map_001.clean.pdb:D:A:E:B	0.9981	0.9981	0.60	0.904	0.904	0.904	1860	1860	1860
Anc_1206_altall_001.clean.pdb:D:A:E:B	Anc_1206_alt2_001.clean.pdb:A:D:B:E	0.9965	0.9965	0.85	0.848	0.848	0.848	1860	1860	1860
Anc_1206_altall_001.clean.pdb:D:A:E:B	Anc_1206_alt3_001.clean.pdb:D:A:E:B	0.9963	0.9963	0.85	0.844	0.844	0.844	1860	1860	1860
Anc_1206_altall_001.clean.pdb:D:A:E:B	Anc_1206_alt4_001.clean.pdb:A:D:B:E	0.9949	0.9949	0.99	0.844	0.844	0.844	1860	1860	1860
Anc_1206_altall_001.clean.pdb:D:A:E:B	Anc_1206_alt5_001.clean.pdb:D:A:E:B	0.9963	0.9963	0.83	0.835	0.835	0.835	1860	1860	1860
Anc_1206_altall_001.clean.pdb:D:A:E:B	Anc_1206_altall_001.clean.pdb:D:A:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1860	1860	1860
Anc_1206_altall_001.clean.pdb:D:A:E:B	Anc_1206_map_001.clean.pdb:D:A:E:B	0.9957	0.9957	0.90	0.780	0.780	0.780	1860	1860	1860
Anc_1206_map_001.clean.pdb:D:A:B:E	Anc_1206_alt2_001.clean.pdb:D:A:B:E	0.9981	0.9981	0.59	0.872	0.872	0.872	1860	1860	1860
Anc_1206_map_001.clean.pdb:D:A:B:E	Anc_1206_alt3_001.clean.pdb:A:D:E:B	0.9981	0.9981	0.60	0.889	0.889	0.889	1860	1860	1860
Anc_1206_map_001.clean.pdb:D:A:B:E	Anc_1206_alt4_001.clean.pdb:A:D:E:B	0.9978	0.9978	0.66	0.892	0.892	0.892	1860	1860	1860
Anc_1206_map_001.clean.pdb:D:A:B:E	Anc_1206_alt5_001.clean.pdb:A:D:E:B	0.9981	0.9981	0.60	0.904	0.904	0.904	1860	1860	1860
Anc_1206_map_001.clean.pdb:D:A:B:E	Anc_1206_altall_001.clean.pdb:D:A:B:E	0.9957	0.9957	0.90	0.780	0.780	0.780	1860	1860	1860
Anc_1206_map_001.clean.pdb:D:A:B:E	Anc_1206_map_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1860	1860	1860
Anc_1207_alt2_001.clean.pdb:D:A:B:E	Anc_1207_alt2_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1902	1902	1902
Anc_1207_alt2_001.clean.pdb:D:A:B:E	Anc_1207_alt3_001.clean.pdb:D:A:B:E	0.9988	0.9988	0.48	0.906	0.906	0.906	1902	1902	1902
Anc_1207_alt2_001.clean.pdb:D:A:B:E	Anc_1207_alt4_001.clean.pdb:D:A:B:E	0.9982	0.9982	0.59	0.897	0.897	0.897	1902	1902	1902
Anc_1207_alt2_001.clean.pdb:D:A:B:E	Anc_1207_alt5_001.clean.pdb:D:A:B:E	0.9992	0.9992	0.39	0.905	0.905	0.905	1902	1902	1902
Anc_1207_alt2_001.clean.pdb:D:A:B:E	Anc_1207_altall_001.clean.pdb:A:D:E:B	0.9987	0.9987	0.49	0.877	0.877	0.877	1902	1902	1902
Anc_1207_alt2_001.clean.pdb:D:A:B:E	Anc_1207_map_001.clean.pdb:A:D:E:B	0.9988	0.9988	0.48	0.934	0.934	0.934	1902	1902	1902
Anc_1207_alt3_001.clean.pdb:A:D:E:B	Anc_1207_alt2_001.clean.pdb:A:D:E:B	0.9988	0.9988	0.48	0.906	0.906	0.906	1902	1902	1902
Anc_1207_alt3_001.clean.pdb:A:D:E:B	Anc_1207_alt3_001.clean.pdb:A:D:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1902	1902	1902
Anc_1207_alt3_001.clean.pdb:A:D:E:B	Anc_1207_alt4_001.clean.pdb:D:A:B:E	0.9984	0.9984	0.54	0.892	0.892	0.892	1902	1902	1902
Anc_1207_alt3_001.clean.pdb:A:D:E:B	Anc_1207_alt5_001.clean.pdb:D:A:B:E	0.9990	0.9990	0.44	0.897	0.897	0.897	1902	1902	1902
Anc_1207_alt3_001.clean.pdb:A:D:E:B	Anc_1207_altall_001.clean.pdb:A:D:E:B	0.9991	0.9991	0.41	0.884	0.884	0.884	1902	1902	1902
Anc_1207_alt3_001.clean.pdb:A:D:E:B	Anc_1207_map_001.clean.pdb:D:A:B:E	0.9994	0.9994	0.35	0.925	0.925	0.925	1902	1902	1902
Anc_1207_alt4_001.clean.pdb:D:A:B:E	Anc_1207_alt2_001.clean.pdb:D:A:B:E	0.9982	0.9982	0.59	0.897	0.897	0.897	1902	1902	1902
Anc_1207_alt4_001.clean.pdb:D:A:B:E	Anc_1207_alt3_001.clean.pdb:A:D:E:B	0.9984	0.9984	0.54	0.892	0.892	0.892	1902	1902	1902
Anc_1207_alt4_001.clean.pdb:D:A:B:E	Anc_1207_alt4_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1902	1902	1902
Anc_1207_alt4_001.clean.pdb:D:A:B:E	Anc_1207_alt5_001.clean.pdb:D:A:B:E	0.9986	0.9986	0.51	0.900	0.900	0.900	1902	1902	1902
Anc_1207_alt4_001.clean.pdb:D:A:B:E	Anc_1207_altall_001.clean.pdb:A:D:E:B	0.9981	0.9981	0.60	0.898	0.898	0.898	1902	1902	1902
Anc_1207_alt4_001.clean.pdb:D:A:B:E	Anc_1207_map_001.clean.pdb:D:A:B:E	0.9990	0.9990	0.44	0.917	0.917	0.917	1902	1902	1902
Anc_1207_alt5_001.clean.pdb:D:A:B:E	Anc_1207_alt2_001.clean.pdb:D:A:B:E	0.9992	0.9992	0.39	0.905	0.905	0.905	1902	1902	1902
Anc_1207_alt5_001.clean.pdb:D:A:B:E	Anc_1207_alt3_001.clean.pdb:A:D:E:B	0.9990	0.9990	0.44	0.897	0.897	0.897	1902	1902	1902
Anc_1207_alt5_001.clean.pdb:D:A:B:E	Anc_1207_alt4_001.clean.pdb:D:A:B:E	0.9986	0.9986	0.51	0.900	0.900	0.900	1902	1902	1902
Anc_1207_alt5_001.clean.pdb:D:A:B:E	Anc_1207_alt5_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1902	1902	1902
Anc_1207_alt5_001.clean.pdb:D:A:B:E	Anc_1207_altall_001.clean.pdb:A:D:E:B	0.9988	0.9988	0.47	0.896	0.896	0.896	1902	1902	1902
Anc_1207_alt5_001.clean.pdb:D:A:B:E	Anc_1207_map_001.clean.pdb:D:A:B:E	0.9992	0.9992	0.39	0.922	0.922	0.922	1902	1902	1902
Anc_1207_altall_001.clean.pdb:D:A:B:E	Anc_1207_alt2_001.clean.pdb:A:D:E:B	0.9987	0.9987	0.49	0.877	0.877	0.877	1902	1902	1902
Anc_1207_altall_001.clean.pdb:D:A:B:E	Anc_1207_alt3_001.clean.pdb:D:A:B:E	0.9991	0.9991	0.41	0.884	0.884	0.884	1902	1902	1902
Anc_1207_altall_001.clean.pdb:D:A:B:E	Anc_1207_alt4_001.clean.pdb:A:D:E:B	0.9981	0.9981	0.60	0.898	0.898	0.898	1902	1902	1902
Anc_1207_altall_001.clean.pdb:D:A:B:E	Anc_1207_alt5_001.clean.pdb:A:D:E:B	0.9988	0.9988	0.47	0.896	0.896	0.896	1902	1902	1902
Anc_1207_altall_001.clean.pdb:D:A:B:E	Anc_1207_altall_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1902	1902	1902
Anc_1207_altall_001.clean.pdb:D:A:B:E	Anc_1207_map_001.clean.pdb:A:D:E:B	0.9990	0.9990	0.43	0.844	0.844	0.844	1902	1902	1902
Anc_1207_map_001.clean.pdb:A:D:E:B	Anc_1207_alt2_001.clean.pdb:D:A:B:E	0.9988	0.9988	0.48	0.934	0.934	0.934	1902	1902	1902
Anc_1207_map_001.clean.pdb:A:D:E:B	Anc_1207_alt3_001.clean.pdb:D:A:B:E	0.9994	0.9994	0.35	0.925	0.925	0.925	1902	1902	1902
Anc_1207_map_001.clean.pdb:A:D:E:B	Anc_1207_alt4_001.clean.pdb:A:D:E:B	0.9990	0.9990	0.44	0.917	0.917	0.917	1902	1902	1902
Anc_1207_map_001.clean.pdb:A:D:E:B	Anc_1207_alt5_001.clean.pdb:A:D:E:B	0.9992	0.9992	0.39	0.922	0.922	0.922	1902	1902	1902
Anc_1207_map_001.clean.pdb:A:D:E:B	Anc_1207_altall_001.clean.pdb:D:A:B:E	0.9990	0.9990	0.43	0.844	0.844	0.844	1902	1902	1902
Anc_1207_map_001.clean.pdb:A:D:E:B	Anc_1207_map_001.clean.pdb:A:D:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1902	1902	1902
Anc_1208_alt2_001.clean.pdb:D:A:B:E	Anc_1208_alt2_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1896	1896	1896
Anc_1208_alt2_001.clean.pdb:D:A:B:E	Anc_1208_alt3_001.clean.pdb:D:A:B:E	0.9995	0.9995	0.30	0.958	0.958	0.958	1896	1896	1896
Anc_1208_alt2_001.clean.pdb:D:A:B:E	Anc_1208_alt4_001.clean.pdb:A:D:E:B	0.9991	0.9991	0.43	0.955	0.955	0.955	1896	1896	1896
Anc_1208_alt2_001.clean.pdb:D:A:B:E	Anc_1208_alt5_001.clean.pdb:D:A:B:E	0.9994	0.9994	0.32	0.954	0.954	0.954	1896	1896	1896
Anc_1208_alt2_001.clean.pdb:D:A:B:E	Anc_1208_altall_001.clean.pdb:D:A:B:E	0.9991	0.9991	0.41	0.945	0.945	0.945	1896	1896	1896
Anc_1208_alt2_001.clean.pdb:D:A:B:E	Anc_1208_map_001.clean.pdb:A:D:E:B	0.9994	0.9994	0.34	0.966	0.966	0.966	1896	1896	1896
Anc_1208_alt3_001.clean.pdb:A:D:E:B	Anc_1208_alt2_001.clean.pdb:A:D:E:B	0.9995	0.9995	0.30	0.958	0.958	0.958	1896	1896	1896
Anc_1208_alt3_001.clean.pdb:A:D:E:B	Anc_1208_alt3_001.clean.pdb:A:D:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1896	1896	1896
Anc_1208_alt3_001.clean.pdb:A:D:E:B	Anc_1208_alt4_001.clean.pdb:D:A:B:E	0.9988	0.9988	0.47	0.950	0.950	0.950	1896	1896	1896
Anc_1208_alt3_001.clean.pdb:A:D:E:B	Anc_1208_alt5_001.clean.pdb:A:D:E:B	0.9996	0.9996	0.26	0.946	0.946	0.946	1896	1896	1896
Anc_1208_alt3_001.clean.pdb:A:D:E:B	Anc_1208_altall_001.clean.pdb:A:D:E:B	0.9991	0.9991	0.41	0.954	0.954	0.954	1896	1896	1896
Anc_1208_alt3_001.clean.pdb:A:D:E:B	Anc_1208_map_001.clean.pdb:D:A:B:E	0.9993	0.9993	0.35	0.953	0.953	0.953	1896	1896	1896
Anc_1208_alt4_001.clean.pdb:D:A:E:B	Anc_1208_alt2_001.clean.pdb:A:D:B:E	0.9991	0.9991	0.43	0.955	0.955	0.955	1896	1896	1896
Anc_1208_alt4_001.clean.pdb:D:A:E:B	Anc_1208_alt3_001.clean.pdb:A:D:B:E	0.9988	0.9988	0.47	0.950	0.950	0.950	1896	1896	1896
Anc_1208_alt4_001.clean.pdb:D:A:E:B	Anc_1208_alt4_001.clean.pdb:D:A:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1896	1896	1896
Anc_1208_alt4_001.clean.pdb:D:A:E:B	Anc_1208_alt5_001.clean.pdb:A:D:B:E	0.9988	0.9988	0.48	0.945	0.945	0.945	1896	1896	1896
Anc_1208_alt4_001.clean.pdb:D:A:E:B	Anc_1208_altall_001.clean.pdb:A:D:B:E	0.9991	0.9991	0.42	0.944	0.944	0.944	1896	1896	1896
Anc_1208_alt4_001.clean.pdb:D:A:E:B	Anc_1208_map_001.clean.pdb:D:A:E:B	0.9990	0.9990	0.44	0.960	0.960	0.960	1896	1896	1896
Anc_1208_alt5_001.clean.pdb:D:A:B:E	Anc_1208_alt2_001.clean.pdb:D:A:B:E	0.9994	0.9994	0.32	0.954	0.954	0.954	1896	1896	1896
Anc_1208_alt5_001.clean.pdb:D:A:B:E	Anc_1208_alt3_001.clean.pdb:D:A:B:E	0.9996	0.9996	0.26	0.946	0.946	0.946	1896	1896	1896
Anc_1208_alt5_001.clean.pdb:D:A:B:E	Anc_1208_alt4_001.clean.pdb:A:D:E:B	0.9988	0.9988	0.48	0.945	0.945	0.945	1896	1896	1896
Anc_1208_alt5_001.clean.pdb:D:A:B:E	Anc_1208_alt5_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1896	1896	1896
Anc_1208_alt5_001.clean.pdb:D:A:B:E	Anc_1208_altall_001.clean.pdb:D:A:B:E	0.9991	0.9991	0.41	0.949	0.949	0.949	1896	1896	1896
Anc_1208_alt5_001.clean.pdb:D:A:B:E	Anc_1208_map_001.clean.pdb:A:D:E:B	0.9993	0.9993	0.36	0.959	0.959	0.959	1896	1896	1896
Anc_1208_altall_001.clean.pdb:A:D:B:E	Anc_1208_alt2_001.clean.pdb:A:D:B:E	0.9991	0.9991	0.41	0.945	0.945	0.945	1896	1896	1896
Anc_1208_altall_001.clean.pdb:A:D:B:E	Anc_1208_alt3_001.clean.pdb:A:D:B:E	0.9991	0.9991	0.41	0.954	0.954	0.954	1896	1896	1896
Anc_1208_altall_001.clean.pdb:A:D:B:E	Anc_1208_alt4_001.clean.pdb:D:A:E:B	0.9991	0.9991	0.42	0.944	0.944	0.944	1896	1896	1896
Anc_1208_altall_001.clean.pdb:A:D:B:E	Anc_1208_alt5_001.clean.pdb:A:D:B:E	0.9991	0.9991	0.41	0.949	0.949	0.949	1896	1896	1896
Anc_1208_altall_001.clean.pdb:A:D:B:E	Anc_1208_altall_001.clean.pdb:A:D:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1896	1896	1896
Anc_1208_altall_001.clean.pdb:A:D:B:E	Anc_1208_map_001.clean.pdb:D:A:E:B	0.9986	0.9986	0.52	0.919	0.919	0.919	1896	1896	1896
Anc_1208_map_001.clean.pdb:A:D:E:B	Anc_1208_alt2_001.clean.pdb:D:A:B:E	0.9994	0.9994	0.34	0.966	0.966	0.966	1896	1896	1896
Anc_1208_map_001.clean.pdb:A:D:E:B	Anc_1208_alt3_001.clean.pdb:D:A:B:E	0.9993	0.9993	0.35	0.953	0.953	0.953	1896	1896	1896
Anc_1208_map_001.clean.pdb:A:D:E:B	Anc_1208_alt4_001.clean.pdb:A:D:E:B	0.9990	0.9990	0.44	0.960	0.960	0.960	1896	1896	1896
Anc_1208_map_001.clean.pdb:A:D:E:B	Anc_1208_alt5_001.clean.pdb:D:A:B:E	0.9993	0.9993	0.36	0.959	0.959	0.959	1896	1896	1896
Anc_1208_map_001.clean.pdb:A:D:E:B	Anc_1208_altall_001.clean.pdb:D:A:B:E	0.9986	0.9986	0.52	0.919	0.919	0.919	1896	1896	1896
Anc_1208_map_001.clean.pdb:A:D:E:B	Anc_1208_map_001.clean.pdb:A:D:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1896	1896	1896
Anc_1209_alt2_001.clean.pdb:A:D:B:E	Anc_1209_alt2_001.clean.pdb:A:D:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1900	1900	1900
Anc_1209_alt2_001.clean.pdb:A:D:B:E	Anc_1209_alt3_001.clean.pdb:A:D:B:E	0.9993	0.9993	0.37	0.947	0.947	0.947	1900	1900	1900
Anc_1209_alt2_001.clean.pdb:A:D:B:E	Anc_1209_alt4_001.clean.pdb:A:D:B:E	0.9995	0.9995	0.31	0.946	0.946	0.946	1900	1900	1900
Anc_1209_alt2_001.clean.pdb:A:D:B:E	Anc_1209_alt5_001.clean.pdb:D:A:E:B	0.9993	0.9993	0.37	0.951	0.951	0.951	1900	1900	1900
Anc_1209_alt2_001.clean.pdb:A:D:B:E	Anc_1209_altall_001.clean.pdb:D:A:E:B	0.9985	0.9964	0.53	0.937	0.935	0.937	1900	1904	1900
Anc_1209_alt2_001.clean.pdb:A:D:B:E	Anc_1209_map_001.clean.pdb:D:A:E:B	0.9990	0.9990	0.44	0.959	0.959	0.959	1900	1900	1900
Anc_1209_alt3_001.clean.pdb:A:D:E:B	Anc_1209_alt2_001.clean.pdb:A:D:E:B	0.9993	0.9993	0.37	0.947	0.947	0.947	1900	1900	1900
Anc_1209_alt3_001.clean.pdb:A:D:E:B	Anc_1209_alt3_001.clean.pdb:A:D:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1900	1900	1900
Anc_1209_alt3_001.clean.pdb:A:D:E:B	Anc_1209_alt4_001.clean.pdb:A:D:E:B	0.9990	0.9990	0.44	0.953	0.953	0.953	1900	1900	1900
Anc_1209_alt3_001.clean.pdb:A:D:E:B	Anc_1209_alt5_001.clean.pdb:D:A:B:E	0.9994	0.9994	0.34	0.948	0.948	0.948	1900	1900	1900
Anc_1209_alt3_001.clean.pdb:A:D:E:B	Anc_1209_altall_001.clean.pdb:D:A:B:E	0.9982	0.9961	0.58	0.945	0.943	0.945	1900	1904	1900
Anc_1209_alt3_001.clean.pdb:A:D:E:B	Anc_1209_map_001.clean.pdb:A:D:E:B	0.9991	0.9991	0.41	0.955	0.955	0.955	1900	1900	1900
Anc_1209_alt4_001.clean.pdb:D:A:E:B	Anc_1209_alt2_001.clean.pdb:D:A:E:B	0.9995	0.9995	0.31	0.946	0.946	0.946	1900	1900	1900
Anc_1209_alt4_001.clean.pdb:D:A:E:B	Anc_1209_alt3_001.clean.pdb:D:A:E:B	0.9990	0.9990	0.44	0.953	0.953	0.953	1900	1900	1900
Anc_1209_alt4_001.clean.pdb:D:A:E:B	Anc_1209_alt4_001.clean.pdb:D:A:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1900	1900	1900
Anc_1209_alt4_001.clean.pdb:D:A:E:B	Anc_1209_alt5_001.clean.pdb:A:D:B:E	0.9990	0.9990	0.42	0.954	0.954	0.954	1900	1900	1900
Anc_1209_alt4_001.clean.pdb:D:A:E:B	Anc_1209_altall_001.clean.pdb:D:A:E:B	0.9986	0.9965	0.52	0.938	0.936	0.938	1900	1904	1900
Anc_1209_alt4_001.clean.pdb:D:A:E:B	Anc_1209_map_001.clean.pdb:D:A:E:B	0.9986	0.9986	0.52	0.961	0.961	0.961	1900	1900	1900
Anc_1209_alt5_001.clean.pdb:D:A:E:B	Anc_1209_alt2_001.clean.pdb:A:D:B:E	0.9993	0.9993	0.37	0.951	0.951	0.951	1900	1900	1900
Anc_1209_alt5_001.clean.pdb:D:A:E:B	Anc_1209_alt3_001.clean.pdb:A:D:B:E	0.9994	0.9994	0.34	0.948	0.948	0.948	1900	1900	1900
Anc_1209_alt5_001.clean.pdb:D:A:E:B	Anc_1209_alt4_001.clean.pdb:A:D:B:E	0.9990	0.9990	0.42	0.954	0.954	0.954	1900	1900	1900
Anc_1209_alt5_001.clean.pdb:D:A:E:B	Anc_1209_alt5_001.clean.pdb:D:A:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1900	1900	1900
Anc_1209_alt5_001.clean.pdb:D:A:E:B	Anc_1209_altall_001.clean.pdb:A:D:B:E	0.9986	0.9965	0.52	0.939	0.937	0.939	1900	1904	1900
Anc_1209_alt5_001.clean.pdb:D:A:E:B	Anc_1209_map_001.clean.pdb:D:A:E:B	0.9992	0.9992	0.39	0.959	0.959	0.959	1900	1900	1900
Anc_1209_altall_001.clean.pdb:D:A:B:E	Anc_1209_alt2_001.clean.pdb:A:D:E:B	0.9964	0.9985	0.53	0.935	0.937	0.937	1904	1900	1900
Anc_1209_altall_001.clean.pdb:D:A:B:E	Anc_1209_alt3_001.clean.pdb:A:D:E:B	0.9961	0.9982	0.58	0.943	0.945	0.945	1904	1900	1900
Anc_1209_altall_001.clean.pdb:D:A:B:E	Anc_1209_alt4_001.clean.pdb:D:A:B:E	0.9965	0.9986	0.52	0.936	0.938	0.938	1904	1900	1900
Anc_1209_altall_001.clean.pdb:D:A:B:E	Anc_1209_alt5_001.clean.pdb:A:D:E:B	0.9965	0.9986	0.52	0.937	0.939	0.939	1904	1900	1900
Anc_1209_altall_001.clean.pdb:D:A:B:E	Anc_1209_altall_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1904	1904	1904
Anc_1209_altall_001.clean.pdb:D:A:B:E	Anc_1209_map_001.clean.pdb:D:A:B:E	0.9963	0.9984	0.56	0.910	0.912	0.912	1904	1900	1900
Anc_1209_map_001.clean.pdb:A:D:E:B	Anc_1209_alt2_001.clean.pdb:D:A:B:E	0.9990	0.9990	0.44	0.959	0.959	0.959	1900	1900	1900
Anc_1209_map_001.clean.pdb:A:D:E:B	Anc_1209_alt3_001.clean.pdb:A:D:E:B	0.9991	0.9991	0.41	0.955	0.955	0.955	1900	1900	1900
Anc_1209_map_001.clean.pdb:A:D:E:B	Anc_1209_alt4_001.clean.pdb:A:D:E:B	0.9986	0.9986	0.52	0.961	0.961	0.961	1900	1900	1900
Anc_1209_map_001.clean.pdb:A:D:E:B	Anc_1209_alt5_001.clean.pdb:A:D:E:B	0.9992	0.9992	0.39	0.959	0.959	0.959	1900	1900	1900
Anc_1209_map_001.clean.pdb:A:D:E:B	Anc_1209_altall_001.clean.pdb:A:D:E:B	0.9984	0.9963	0.56	0.912	0.910	0.912	1900	1904	1900
Anc_1209_map_001.clean.pdb:A:D:E:B	Anc_1209_map_001.clean.pdb:A:D:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1900	1900	1900
Anc_1210_alt2_001.clean.pdb:D:A:E:B	Anc_1210_alt2_001.clean.pdb:D:A:E:B	1.0000	1.0000	0.00	1.000	1.000	1.000	1904	1904	1904
Anc_1210_alt2_001.clean.pdb:D:A:E:B	Anc_1210_alt3_001.clean.pdb:D:A:E:B	0.9992	0.9992	0.39	0.952	0.952	0.952	1904	1904	1904
Anc_1210_alt2_001.clean.pdb:D:A:E:B	Anc_1210_alt4_001.clean.pdb:D:A:E:B	0.9988	0.9988	0.47	0.956	0.956	0.956	1904	1904	1904
Anc_1210_alt2_001.clean.pdb:D:A:E:B	Anc_1210_alt5_001.clean.pdb:A:D:B:E	0.9992	0.9992	0.40	0.950	0.950	0.950	1904	1904	1904
Anc_1210_alt2_001.clean.pdb:D:A:E:B	Anc_1210_altall_001.clean.pdb:D:A:E:B	0.9975	0.9986	0.52	0.937	0.938	0.938	1904	1902	1902
Anc_1210_alt2_001.clean.pdb:D:A:E:B	Anc_1210_map_001.clean.pdb:D:A:E:B	0.9987	0.9945	0.50	0.962	0.958	0.962	1904	1912	1904
Anc_1210_alt3_001.clean.pdb:D:A:B:E	Anc_1210_alt2_001.clean.pdb:D:A:B:E	0.9992	0.9992	0.39	0.952	0.952	0.952	1904	1904	1904
Anc_1210_alt3_001.clean.pdb:D:A:B:E	Anc_1210_alt3_001.clean.pdb:D:A:B:E	1.0000	1.0000	0.00	1.000	1.000	1.000	1904	1904	1904
Anc_1210_alt3_001.clean.pdb:D:A:B:E	Anc_1210_alt4_001.clean.pdb:D:A:B:E	0.9990	0.9990	0.44	0.946	0.946	0.946	1904	1904	1904
Anc_1210_alt3_001.clean.pdb:D:A:B:E	Anc_1210_alt5_001.clean.pdb:A:D:E:B	0.9994	0.9994	0.33	0.950	0.950	0.950	1904	1904	1904
Anc_1210_alt3_001.clean.pdb:D:A:B:E	Anc_1210_altall_001.clean.pdb:A:D:E:B	0.9979	0.9989	0.45	0.935	0.936	0.936	1904	1902	1902
